x,y
58100.6988269,-4594219.94404
-70148.4947442,5546956.7884
-17833.5868432,1410207.76104
-53647.6954737,4242172.58689
1623.40602731,-128334.493203
34264.6678765,-2709409.63267
-46442.9867591,3672467.44999
98987.9306623,-7827336.91419
67564.9467306,-5342595.88277
31111.4116068,-2460069.0464
-47280.8001778,3738716.70826
-19323.1554949,1527993.91261
14598.4639837,-1154324.22604
50331.7286829,-3979896.39887
-70773.4363227,5596373.41878
-54481.8623476,4308133.49827
-99343.7889821,7855545.48497
49048.3600329,-3878415.30624
-43184.1274712,3414776.41066
-27256.4883376,2155314.2738
3493.86987288,-276239.551328
74214.4502174,-5868398.72149
42350.0624755,-3348754.12519
96621.6008765,-7640221.75271
-42599.9448104,3368582.75094
-36972.3149529,2923583.54759
96424.9240194,-7624669.72691
-88776.4659457,7019944.98319
-426.931684017,33793.9109819
13142.348823,-1039183.37583
14040.6495702,-1110215.60912
54373.7036728,-4299511.52922
57151.3165299,-4519148.48829
59205.7226225,-4681598.59565
5245.95561652,-414783.97942
-2478.95793164,196055.834486
-44366.4605456,3508268.21618
-6192.31042914,489685.469874
23582.1478777,-1864700.04628
-48781.0587786,3857348.15686
19655.1952504,-1554180.19423
-75874.6549346,5999747.1793
-19230.8699963,1520696.52909
-54082.8841428,4276584.69571
19906.1024857,-1574020.43295
67098.1866082,-5305687.29286
-12618.4807819,997828.464345
71026.6719494,-5616328.34273
19813.997346,-1566737.31114
-8144.78824714,644075.700854
83934.4022408,-6636994.20779
-84362.3883409,6670906.21067
-90800.620294,7180002.96413
1906.37301658,-150709.824913
-34399.6592226,2720153.36837
72157.6994004,-5705763.20739
28487.5287199,-2252588.131
15856.8187662,-1253827.37212
68305.1694132,-5401128.25118
-63052.476943,4985846.27679
-88239.2959703,6977468.80455
50228.1432118,-3971705.48133
91604.3886289,-7243490.71144
-21552.418594,1704270.6629
-87884.7383367,6949432.51424
-56422.2321667,4461566.30135
79972.2205041,-6323688.64914
-34164.1741224,2701532.61956
22599.6290671,-1787008.35385
-31929.8872921,2524858.62273
-40545.2192655,3206107.3832
-17400.0971534,1375929.99731
43027.9466165,-3402357.13575
-28850.7046897,2281375.33763
-85714.610531,6777831.82813
78065.6875937,-6172931.46578
27122.9827435,-2144688.02246
98907.3045407,-7820961.48425
13365.1494769,-1056801.11474
83380.3590001,-6593183.79258
61847.9208512,-4890527.77839
93355.3751314,-7381948.21814
13613.6988738,-1076454.90975
-79617.4517362,6295705.09359
15072.8126448,-1191832.87207
-49129.8634978,3884929.54122
-91021.0984241,7197437.05178
35192.2867648,-2782760.16864
-22427.586515,1773473.69109
37025.72378,-2927737.36718
100.124717676,-7882.54692555
90384.6167164,-7147038.46723
-61236.7424137,4842268.88462
-36008.2409657,2847350.36112
54698.5953867,-4325202.0166
57671.4423259,-4560276.91548
-77153.914306,6100903.33483
70985.8480742,-5613100.23562
7064.42841585,-558577.897555
84852.4523441,-6709588.10166
-37608.8637256,2973918.00524
51569.1404893,-4077743.50005
-38237.718535,3023644.07043
-67469.5399734,5335121.11886
-16074.5544194,1271114.03116
60220.7286823,-4761859.18482
92716.4843088,-7331428.56524
-91137.614957,7206650.48011
6393.13950392,-505496.398133
-35394.3501998,2798807.5627
-7574.30780334,598965.530242
92842.4522622,-7341389.35518
35092.3318664,-2774856.335
-19514.3666997,1543113.74741
-68827.5032132,5442500.70408
-52691.3510432,4166550.60739
45662.6917052,-3610696.9689
66655.0101271,-5270643.55579
49286.945689,-3897281.22842
23494.4070554,-1857762.0285
43806.6672767,-3463933.69324
42138.0243575,-3331987.42304
-69545.0219298,5499237.77908
78135.1446333,-6178423.71173
-51903.673416,4104265.7867
-6353.98735523,502469.911127
8232.02160169,-650904.161132
-91073.7911662,7201603.67768
-57915.2610753,4579626.06927
-56338.979977,4454983.2177
73809.5087353,-5836378.37873
20582.2380601,-1627485.17736
35870.2830139,-2836372.04404
42284.3899148,-3343561.13312
43471.5422188,-3437434.01441
-40950.4933787,3238154.02843
18977.951114,-1500627.79139
-6749.64739515,533756.333124
59872.0888973,-4734290.84246
66635.1159632,-5269070.44467
-61089.8568924,4830654.05891
-89749.7414775,7096905.77259
-54087.2469305,4276929.67878
8761.68336719,-692786.635577
80600.7293858,-6373387.36045
-28565.4563781,2258819.61264
5437.05857764,-429895.254969
-3502.78073618,277013.598933
-17656.2041532,1396181.40221
-49506.4692092,3914709.26124
-98194.5761392,7764672.62863
76269.6881564,-6030914.60628
-55551.0990742,4392682.32319
37230.8588166,-2943958.21506
-85477.2263766,6759060.9135
-28930.8665709,2287714.05823
-72497.0663989,5732667.74343
-26774.3364296,2117188.59384
-52996.7418558,4190699.0805
54878.8036395,-4339451.80399
89898.9517189,-7108634.99322
41780.9464095,-3303751.84139
-73723.7931343,5829669.9333
11340.2783647,-896686.456411
513.172071336,-40543.8533688
9848.6500294,-778737.437425
-12806.6671778,1012709.11542
53942.6155236,-4265423.66491
75473.9105898,-5967989.29098
43660.4277598,-3452369.94968
-89033.3915118,7040261.11541
-37594.541046,2972785.45367
89231.7584719,-7055877.3544
99174.4140809,-7842082.90403
80980.754845,-6403437.49361
-75826.9655141,5995976.18606
-40140.5977421,3174112.34086
52750.1749629,-4171132.62002
-13098.2260262,1035763.83979
98506.8872239,-7789298.88534
18898.9994863,-1494384.77038
-35590.3132148,2814303.14214
-75577.331613,5976236.63496
53960.6791495,-4266852.02806
-7665.44579696,606172.175949
96036.5019806,-7593955.64261
-82435.0703783,6518505.4701
-36923.9667284,2919760.46008
-5885.2075399,465401.61601
43773.8535095,-3461338.97741
29814.8714611,-2357546.43092
-91697.6012291,7250930.83459
19895.4855001,-1573180.90544
-35553.3727592,2811382.11256
-44126.2542647,3489274.14473
78276.6828165,-6189615.70203
68946.0645908,-5451806.39646
54073.8294835,-4275799.27758
-96919.4046674,7663839.71967
23531.4095922,-1860687.9671
35462.9258177,-2804160.68111
-19634.8490013,1552640.76493
14945.4457197,-1181761.45984
43102.0951129,-3408220.35396
12612.5935055,-997293.503852
-52159.8425353,4124522.10364
-48576.5622566,3841177.79888
-53526.4163123,4232582.55848
78760.0500482,-6227837.48251
58798.3888695,-4649389.08647
-31219.5124505,2468686.44251
-70699.2085756,5590503.93391
23372.256124,-1848103.06575
31988.8924164,-2529454.96394
37512.4665546,-2966226.06534
-27936.5394102,2209088.63232
-31824.4562323,2516521.76712
-86459.738231,6836752.05588
-20489.7987189,1620245.0589
-8326.688027,658459.244047
13201.0857068,-1043827.93618
36425.1218488,-2880245.37007
-34282.8445401,2710916.36417
-56249.6966115,4447923.22486
55987.7365508,-4427139.56502
32130.3073559,-2540637.20886
-50977.8738814,4031059.1143
12142.2218179,-960099.333029
-3725.13484432,294596.02768
51495.6354417,-4071931.16192
2208.17484132,-174574.502403
73793.1343404,-5835083.58983
-80462.3262574,6362512.70148
92794.7994922,-7337621.26004
31628.7758585,-2500979.10724
91296.4088855,-7219137.52121
-72078.7424435,5699589.19498
13779.4140519,-1089558.67174
-24370.4613188,1927104.57332
-52558.0202253,4156007.60629
92341.0630713,-7301742.5063
98924.3646128,-7822310.49239
55151.8482038,-4361042.52987
-49316.9626696,3899724.22113
13986.2701826,-1105915.61342
22549.5303461,-1783046.84759
-4998.53611563,395288.959808
76316.8596761,-6034644.64702
-27745.7543077,2194002.49113
11855.2894202,-937410.440611
82611.640623,-6532398.15562
38102.6267293,-3012892.391
30358.4695173,-2400530.90361
66919.4868583,-5291556.78883
-19560.2313438,1546740.44828
75700.3029112,-5985891.0374
-93350.3498637,7381620.28012
-76994.3971712,6088289.67691
-4013.11249212,317367.572202
16244.9014869,-1284514.62517
59972.753375,-4742250.78538
86747.072538,-6859403.29887
19561.9065205,-1546803.48121
63637.6798741,-5032051.18337
78902.7911569,-6239124.59294
-96310.1934496,7615666.95183
-1706.19883031,134950.681308
21535.9484562,-1702898.87322
-26144.5178171,2067386.31687
-47994.6323527,3795162.27365
2318.51831304,-183299.802086
-93679.8548558,7407675.55787
75650.5954157,-5981960.4669
-10210.9219692,807453.158789
-5354.45960613,423433.253895
-59828.417326,4730906.98664
70947.9452158,-5610103.10499
-77102.7439089,6096857.08686
25877.2371314,-2046181.93392
71209.3075987,-5630770.07406
-57994.880767,4585921.91677
11812.674652,-934040.72043
43697.0380623,-3455264.87274
72568.5977387,-5738254.58259
-43891.122674,3470681.34933
85790.2598746,-6783744.29432
-24926.7732576,1971094.38357
76417.2316908,-6042581.46372
42441.3907584,-3355975.81783
-19918.3211155,1575056.03889
-7392.88998532,584620.0977
43785.831952,-3462286.16077
-32883.8961096,2600295.91597
61858.966537,-4891401.20494
-31456.5300815,2487428.37467
49243.5385784,-3893848.85455
80344.7845127,-6353148.77556
1824.92266155,-144269.219539
-76323.7020911,6035255.13415
-98617.8186966,7798140.11061
-9065.28664561,716863.191215
-99314.4630532,7853226.56647
21597.513954,-1707767.1034
-91367.1215148,7224798.48166
-62456.0596817,4938685.17827
-78978.3750614,6245170.74461
71728.433917,-5671819.46856
-1550.17189616,122613.007517
-96600.7353289,7638641.2604
23064.2110112,-1823744.7065
-84937.6992462,6716398.34519
-49917.7058138,3947227.38452
-5959.18082,471250.97916
-61933.5952512,4897371.82589
14984.6939044,-1184864.97079
93604.1996436,-7401623.76761
-77894.2877241,6159447.6225
64273.8598353,-5082356.47762
-89665.9117625,7090277.0217
59705.3473583,-4721105.92201
-40165.0395255,3176045.05044
-4229.02676587,334440.777485
9752.03234879,-771097.490948
-20504.2235062,1621385.68453
86403.4939195,-6832235.16319
19580.0730261,-1548239.97946
-85923.9683711,6794386.58998
-97369.4059993,7699423.12499
45564.7465586,-3602952.05438
-7812.58672506,617807.197697
-91210.880767,7212443.90077
62036.1679643,-4905413.23061
95075.7930126,-7517988.54168
-25130.5035696,1987204.15426
64630.5385456,-5110560.48995
-62010.2635894,4903434.29807
-24369.5067536,1927029.09203
-98689.6684249,7803821.55603
-18526.6501558,1465011.04942
-78787.0047906,6230038.33181
-45266.3711783,3579427.74955
-58984.3260595,4664161.31383
-298.069144759,23604.2345527
-62734.4001887,4960694.67552
63677.3027081,-5035184.31934
1955.34254304,-154582.041248
85366.3515962,-6750224.17112
-56901.5318787,4499466.44677
-24099.3730813,1905668.54203
-62646.6236195,4953753.83109
-59946.8877441,4740274.91648
66028.4019871,-5221095.14373
56826.2977948,-4493447.95683
22771.3786054,-1800589.27684
-5625.18723644,444840.770534
27850.448462,-2202211.64668
-11079.7111881,876151.797491
-41975.7070268,3319221.77244
86030.3206476,-6802726.85989
19660.0161545,-1554561.4024
-1038.16535825,82126.6025379
34783.882406,-2750466.00237
-83348.0333354,6590697.10297
-24134.1736133,1908420.3593
51635.9601663,-4083027.19919
25832.2302745,-2042623.06173
-20275.6197754,1603309.07312
-74205.3668735,5867749.89515
76838.9392464,-6075927.56697
-68834.277381,5443036.36463
-31829.7865122,2516943.25367
58684.1428524,-4640355.19691
57672.1992127,-4560336.76555
-12372.6044299,978386.037687
53999.9282342,-4269955.61019
-382.129509329,30251.2238207
16525.9299923,-1306736.67321
-73641.4854475,5823161.53527
94410.396657,-7465372.99026
-70374.0043861,5564788.73783
16662.4067237,-1317528.43427
27294.295811,-2158234.43196
-34712.4236518,2744884.90284
-30819.7722465,2437077.38562
-67748.7438199,5357198.88381
510.638590457,-40343.5209018
46183.3578953,-3651868.12722
38910.618323,-3076783.51827
-24522.6266624,1939136.8957
-36969.3730902,2923350.92273
-62634.7104153,4952811.80638
-95937.4063904,7586189.18792
73791.7792466,-5834976.43715
19488.0227596,-1540961.1967
71194.033399,-5629562.282
-66848.6078829,5286021.53473
-94540.3681126,7475719.78314
5255.51753808,-415540.078806
-40772.0741984,3224045.71016
24898.4769488,-1968787.45125
7102.35132149,-561576.613396
5466.45778165,-432219.967626
-49792.5551901,3937331.2241
49831.1552482,-3940314.05509
66660.3455726,-5271065.45081
-23307.9417533,1843086.9012
-41852.1764869,3309453.71853
-76696.3447195,6064721.47735
-49873.6925286,3943747.07801
-34449.0840001,2724061.58323
-52285.5858671,4134465.13185
-30388.0642784,2402940.50975
-17092.244812,1351586.88126
13045.5125848,-1031526.14713
-55251.9891636,4369030.50613
-73134.0240472,5783034.53251
-31514.7949634,2492035.61194
77042.1371852,-6091995.24078
-42857.9680486,3388985.68047
19368.0872728,-1531477.41801
-26983.139357,2133699.47652
-90960.9429536,7192680.31811
97917.8989726,-7742725.22836
25687.0556864,-2031143.52635
28454.8319708,-2250002.66826
78.381342458,-6163.21127352
11130.0547721,-880063.236049
-92815.0983046,7339295.79833
28181.0956128,-2228357.23949
-97581.0933126,7716162.0876
-79143.9720942,6258265.16438
66532.1132673,-5260925.6095
47074.0489899,-3722298.63483
6193.12682921,-489680.595893
-84772.2838415,6703318.28748
46165.928637,-3650489.92604
-7655.89668291,605417.089304
55100.8588575,-4357010.5983
24169.0913396,-1911112.01359
-84952.9744616,6717606.21758
-30602.993619,2419935.83243
46350.5660296,-3665089.94322
57902.6941163,-4578562.91955
-2841.34761098,224711.435991
-67029.4438649,5300320.95917
-84253.2242261,6662274.16746
-41102.0290191,3250136.55766
-2204.62633422,174363.337752
16665.6920692,-1317788.21968
73680.5903379,-5826184.28538
49621.1363821,-3923707.02328
-49221.2690667,3892157.34518
-93026.9142627,7356044.93341
-54167.4445439,4283271.22486
25104.6258401,-1985088.46868
-88843.7164225,7025262.74739
-83548.0685918,6606514.69082
-19666.7250923,1555161.33495
42360.2067135,-3349556.27066
-5900.82460566,466636.519868
13655.1106861,-1079729.50739
-76868.2254615,6078312.77514
7629.02195783,-603222.567293
23569.0564076,-1863664.85138
6590.11077168,-521071.70416
91890.2703925,-7266096.52602
-73567.1135626,5817280.65285
-53291.537719,4214009.76859
17902.2533641,-1415568.06752
-61506.8190944,4863624.92807
45534.8308077,-3600586.49629
84038.3851218,-6645216.55012
49249.3154761,-3894305.65696
38745.1243869,-3063697.25077
78927.1181625,-6241048.22658
58885.7980935,-4656300.88344
91302.7287924,-7219637.26153
-16823.0743445,1330302.49572
55379.564934,-4379049.00259
-21695.9605344,1715621.0983
89628.0300873,-7087212.13612
95671.9159115,-7565126.36379
60855.809245,-4812077.54524
77437.0374215,-6123221.58207
66085.6043754,-5225618.36538
5501.39786534,-434982.819804
-91768.6502921,7256548.96819
-62675.0746435,4956003.56736
80578.3988324,-6371621.59427
1844.34149215,-145804.74415
-94854.6711015,7500572.97768
52441.5102751,-4146725.26849
641.106670559,-50660.1538678
94510.3490933,-7473276.6292
56639.4769482,-4478675.2852
44263.6120062,-3500066.14078
31907.617191,-2523028.20676
30263.6555032,-2393033.58026
37814.7600468,-2990129.62094
10651.0161458,-842183.735716
3611.19670424,-285517.053191
-47629.5722101,3766295.50794
-33081.7096525,2615937.82406
67300.5356278,-5321687.83923
25279.7035515,-1998932.56363
56132.6735018,-4438600.30948
89955.5164568,-7113107.7933
-31925.4361413,2524506.65244
54027.2820563,-4272118.58632
-32841.2941675,2596927.21
88778.2861538,-7020019.48432
22774.8937184,-1800867.23089
-15005.8647385,1186608.46333
-51466.5545643,4069701.05061
-39366.1173318,3112871.07689
110.914927356,-8735.77196578
-65326.6063901,5165670.78869
-52661.2608182,4164171.25293
60461.3597827,-4780886.84846
-65876.2063996,5209129.85984
45847.961396,-3625346.98443
78466.3436644,-6204612.94392
32747.4727199,-2589438.94285
-96079.2785401,7597407.58628
60828.1574451,-4809891.00681
95435.0475639,-7546396.23607
82654.2318978,-6535766.01808
96664.0728796,-7643580.18388
77759.6446815,-6148731.42855
-49862.1029972,3942830.6474
29684.0630236,-2347202.88453
96668.849907,-7643957.92255
51834.7025499,-4098742.55443
64078.0494235,-5066872.96511
15814.3959858,-1250472.83318
-80012.75644,6326963.41774
60331.7202672,-4770635.73341
-40368.024916,3192095.91721
35221.2115236,-2785047.36502
55557.4638936,-4393116.18492
79117.6801806,-6256116.7276
49603.6332852,-3922322.98339
-17459.5312926,1380629.69243
-36342.2148145,2873759.00924
17079.6507629,-1350521.58943
-78153.41359,6179937.74121
-40835.015073,3229022.69689
-27053.6258138,2139273.1226
-74778.0906379,5913037.4541
-16800.0829058,1328484.47069
4174.05122734,-330024.211751
-27989.3844753,2213267.303
72608.6762284,-5741423.74909
91974.6797627,-7272771.11256
15458.7514094,-1222350.59395
91319.8288325,-7220989.4301
28868.7247812,-2282730.82835
-82271.2915707,6505554.82466
-78989.1505379,6246022.80463
60540.4726059,-4787142.61584
-31483.63309,2489571.51796
31837.7576544,-2517504.13376
6501.20745464,-514041.763268
-84467.4043871,6679210.2495
-80661.4929142,6378261.6057
90594.1478659,-7163606.93335
60590.2325505,-4791077.3337
57037.4207633,-4510142.29444
54796.459293,-4332940.50714
52615.9551172,-4160519.31993
94512.8820495,-7473476.92018
83819.3712752,-6627898.24922
26956.4748899,-2131521.58045
-6584.51443158,520698.609163
-82114.4718241,6493154.46002
-19863.9663461,1570757.98985
61309.9840773,-4847990.96593
-38690.0482246,3059411.58831
34085.4227939,-2695236.007
36743.5969232,-2905428.46811
22802.9799123,-1803088.11858
-7019.84536806,555121.967634
-59046.9834708,4669115.88597
-75412.7098068,5963219.33026
6728.04429157,-531978.659312
-75537.8440016,5973114.19158
-96694.4807638,7646054.08692
-2060.10242681,162935.254298
-20190.0146654,1596539.93465
-91064.3488491,7200857.03589
8004.13036786,-632883.889708
-5983.93349534,473208.27221
-43416.9149081,3433183.84445
-10006.0658922,791254.369357
-86938.8160994,6874634.65924
61310.4072744,-4848024.42981
71484.1796444,-5652505.3062
-65683.3483458,5193879.80209
-68801.7066265,5440460.86478
-56663.2866252,4480627.4416
23484.6701562,-1856992.09293
-75229.1733743,5948706.3704
-22630.7602827,1789539.45359
1038.71531994,-82100.6602091
-36461.1406396,2883162.94993
49788.2755471,-3936923.38561
18405.1885974,-1455337.16815
-4595.85348785,363447.233698
-76591.2635603,6056412.28977
-8897.70732487,703612.024007
-80317.2195372,6351038.53268
-45042.3032964,3561709.80586
-84054.6629675,6646573.13449
-55446.5163308,4384412.54734
2610.8003751,-206411.713861
-30886.635449,2442364.5265
71840.0091384,-5680642.16761
82016.0478975,-6485302.25645
-11023.8599723,871735.418449
65161.9213669,-5152579.05517
-85521.9256563,6762595.46434
80437.7601687,-6360500.73258
-38022.3866637,3006616.91805
8703.38599435,-688176.829117
70265.9937384,-5556178.47387
-89004.1744647,7037950.80662
85842.5081155,-6787875.77173
-5877.54322781,464795.568196
72050.4987193,-5697286.42073
-47433.3458586,3750779.10542
-98826.3385137,7814628.60663
-33111.3382483,2618280.67565
-56054.404754,4432480.71652
-93061.9518937,7358815.49904
61726.6323089,-4880937.0082
41142.0041969,-3253228.12487
63879.9352441,-5051207.28449
50869.1451104,-4022392.06546
64646.2863869,-5111805.73476
-44600.8619532,3526803.27309
-92310.5794221,7299401.47222
-82820.7562854,6549003.19751
-60318.4973847,4769659.5772
-10901.6294878,862070.16512
56289.0043343,-4450962.01373
6898.24361191,-545437.000368
-76493.5116211,6048682.65292
65086.1643403,-5146588.64405
-13908.1024863,1099804.011
-24710.4382192,1953987.90675
-45591.1100296,3605106.14948
14628.8753243,-1156728.97239
-51031.9746869,4035337.0814
-33485.2152377,2647844.62471
93696.5365404,-7408925.21539
83740.0555573,-6621626.43814
31357.5498782,-2479532.18407
-7294.0612824,576805.316845
-64518.2407777,5101750.08626
-23858.2509734,1886602.05247
74255.2337042,-5871623.63493
-16485.3798015,1303599.63743
54335.630515,-4296500.93234
66391.9245269,-5249840.32504
-60113.9654396,4753486.41817
58460.7204288,-4622688.29218
74737.4619219,-5909755.34901
-35919.4564112,2840329.81126
-11185.0596855,884482.124571
2312.59204024,-182831.18799
-16218.9295425,1282530.34964
99680.390504,-7882092.48372
89224.5860444,-7055310.20188
44289.3085923,-3502098.07263
63525.9550288,-5023216.65295
-1521.60939646,120354.456415
82175.6774893,-6497924.80679
-44070.9138864,3484898.15966
88439.1481236,-6993202.48372
23702.1332937,-1874187.77306
6880.17029757,-544007.87111
-7704.32986684,609246.89489
-64552.6928731,5104474.35124
11008.1816276,-870426.239024
62769.6964402,-4963416.26131
-14083.0977054,1113641.58296
68710.3155515,-5433164.77692
68649.8695619,-5428385.07073
-74621.6565282,5900667.58331
76790.3228029,-6072083.27032
-30653.4165546,2423922.97563
97293.6338895,-7693362.09118
62586.5363167,-4948933.0577
-75850.4701214,5997834.78938
-31602.5238897,2498972.68905
-5128.40910205,405558.536336
-6003.71632204,474772.579449
-36036.8072506,2849609.21153
-458.554939598,36294.4882938
62525.1396633,-4944078.17874
9253.54850613,-731680.379573
-48976.9261379,3872836.17243
-48758.5268144,3855566.46432
-22503.0879374,1779443.89056
12561.6662387,-993266.481157
-55109.343205,4357750.91959
43861.7757172,-3468291.33806
-55836.8108121,4415274.69316
31718.7821838,-2508096.2674
70818.7627919,-5599888.13401
79620.2152947,-6295854.18921
-49002.2949503,3874842.1859
71232.9590579,-5632640.28955
61138.6984251,-4834446.72427
52947.5202801,-4186737.50363
-88928.5477919,7031970.70309
-26717.2422498,2112673.92866
84613.9594216,-6690729.5123
-83568.3335503,6608117.12216
-80437.0686586,6360515.48211
24274.6070355,-1919455.56172
-38986.9534267,3082889.07026
95302.8592939,-7535943.58081
75985.4251296,-6008436.7917
-12948.1598221,1023897.50477
-21971.0934163,1737376.9558
59250.4514689,-4685135.48445
-98134.5676774,7759927.51952
-63419.6845888,5014882.85417
-3971.61620999,314086.295189
3646.9912466,-288347.470834
-2128.80769941,168368.055023
11062.3805955,-874711.968206
38724.5741119,-3062072.25832
-43130.4500568,3410531.9228
-26633.3437486,2106039.73858
-29044.3943327,2296691.15246
29266.1390294,-2314155.96261
52259.5662001,-4132338.22271
-13286.3126968,1050636.60519
-52835.0051239,4177909.91017
-63275.8110073,5003506.1946
84036.0623307,-6645032.87773
32104.6314928,-2538606.91566
87130.5107873,-6889723.295
-58662.9279338,4638747.07844
-83982.9450001,6640902.10794
17979.91423,-1421709.02282
-56215.5979562,4445226.90779
85084.1726202,-6727911.15077
-23713.4226011,1875149.89376
56267.3791656,-4449252.02514
-98523.9270615,7790715.72346
-19925.0030372,1575584.40516
38804.4033937,-3068384.67896
164.643252702,-12984.2855641
28864.2591602,-2282377.71384
54600.218422,-4317422.9565
88985.2247586,-7036382.94756
46711.8150325,-3693655.34688
-9025.90513964,713749.138012
-75676.4270727,5984072.50935
92609.2042837,-7322945.50453
-68701.6145597,5432546.18469
14846.7731711,-1173959.02673
-59195.4251736,4680853.76517
-96140.5756114,7602254.5909
-13648.5225955,1079277.99072
-75303.40283,5954575.99038
31143.4987715,-2462606.30686
56163.9463191,-4441073.17624
97022.6314269,-7671932.84245
13719.8134118,-1084845.81072
-80905.0277115,6397518.87626
-70617.639095,5584053.9088
35885.9108199,-2837607.79717
-58349.2590406,4613944.02438
72177.7481961,-5707348.54586
6141.45618439,-485594.791325
13251.4827842,-1047813.03468
9617.5755575,-760465.454634
94369.1134133,-7462108.55905
-57679.8033141,4561007.48226
-54320.2259067,4295352.25835
32091.8380714,-2537595.28866
-28360.5770952,2242618.98822
45294.5188615,-3581584.06946
75760.0209339,-5990613.18033
71227.5131146,-5632209.65702
50259.380984,-3974175.57693
-87356.2351057,6907641.64975
28736.6900942,-2272290.31751
38797.0793632,-3067805.53857
-28988.7968902,2292294.8403
-57913.4771478,4579485.00698
-13821.866771,1092985.00805
-81918.8383918,6477684.942
18785.4643999,-1485407.09696
4491.36393288,-355115.396629
-66812.7589731,5283186.81804
-91173.1304301,7209458.83063
43324.1363968,-3425778.04644
-24953.1831141,1973182.71656
-89369.8066379,7066862.80508
39987.3547086,-3161925.37123
-59114.562118,4674459.59992
96586.2184662,-7637423.92399
27315.0431429,-2159875.00648
-21221.5018798,1678103.75464
97752.2029731,-7729622.9829
22745.6976251,-1798558.57901
72482.558133,-5731451.08681
90066.6626591,-7121896.5681
-34753.869137,2748162.16314
-65732.492389,5197765.81817
-34152.5433943,2700612.93136
-3613.43115105,285763.169838
50318.8858867,-3978880.8676
69827.0076068,-5521466.0845
77116.6456218,-6097886.9209
-76745.5935294,6068615.77774
-43416.1561835,3433123.84905
54607.767949,-4318019.9278
86535.5944514,-6842680.88065
53712.8284335,-4247253.48055
22063.2839782,-1744597.4023
-13187.7751347,1042844.846
76560.354348,-6053898.74471
9804.12881494,-775216.966913
-53613.6837981,4239483.14765
73515.3589781,-5813118.78083
-50628.7126855,4003449.54189
7802.64285126,-616951.46582
53750.4098555,-4250225.19391
74712.3709765,-5907771.3076
62394.1677198,-4933721.70328
67405.118735,-5329957.64385
6642.32180516,-525200.239421
22079.5297398,-1745882.01964
-12707.3161559,1004853.03271
82231.2152276,-6502316.39791
-93015.0969703,7355110.49283
44652.1154296,-3530786.66048
29819.2342903,-2357891.41727
-61376.7188161,4853337.37866
46552.4060565,-3681050.24151
18035.9212798,-1426137.72428
67296.796126,-5321392.14187
12510.9097526,-989252.962777
79837.1096319,-6313004.89203
78677.6394523,-6221320.94705
2047.86448318,-161898.121143
88394.8875285,-6989702.62143
-46806.1534952,3701184.49648
1271.86216411,-100536.513765
59843.6165789,-4732039.42236
34397.2851565,-2719896.21147
99028.6049232,-7830553.1907
-697.937304539,55223.4094191
69624.969362,-5505490.11233
42259.3260333,-3341579.23176
67974.1777895,-5374955.41952
13041.1624203,-1031182.16223
-92047.5796779,7278605.03045
66324.5691865,-5244514.26885
-42451.7377317,3356863.4244
65271.614656,-5161252.94231
-46759.9468991,3697530.7561
3791.79467112,-299797.656824
-54382.083519,4300243.58718
-8714.35043602,689113.261378
-39015.5253332,3085148.3652
98492.6531438,-7788173.33969
70629.6825619,-5584936.8039
-70537.3640887,5577706.24295
1127.05422596,-89085.9708634
-25267.8074712,1998061.32298
-77921.9407483,6161634.25773
87828.2947761,-6944899.86613
-15229.3296026,1204278.724
16929.5814256,-1338655.00665
-89348.1064919,7065146.88774
-56661.9299658,4480520.16512
85104.3770819,-6729508.79837
10353.0887483,-818625.424685
-82733.3676435,6542093.02804
57432.9421567,-4541417.7531
-74404.4018443,5883488.38644
6240.76782032,-493447.759624
56207.5661656,-4444522.37198
-48279.3048003,3817672.46278
11220.8519344,-887242.930859
-74595.4453387,5898594.95971
-81259.5259271,6425550.46816
69793.3519184,-5518804.79459
40710.484417,-3219106.12979
-35724.1872402,2824889.09683
75266.3122027,-5951573.65612
-54384.0594946,4300399.83548
26743.4363673,-2114675.77231
70100.5447977,-5543095.76434
-47146.5364695,3728099.93979
-59498.287658,4704802.31327
-79133.7172601,6257454.27362
27106.7484976,-2143404.3157
47846.4918962,-3783378.7852
61086.8540929,-4830347.18555
10092.9877886,-798058.201397
5724.80190856,-452648.271117
-91185.1119642,7210406.25846
-56360.2648111,4456666.29467
6618.04147179,-523280.29634
-18969.7160538,1500046.04224
39382.9215928,-3114130.42703
-59081.3803624,4671835.78577
26155.0232103,-2068147.59033
2281.19821988,-180348.753039
-81742.3970539,6463733.01964
75809.3205864,-5994511.50105
-25519.7533719,2017983.69313
62213.1963929,-4919411.57657
-77054.1835872,6093017.22798
-82453.3223402,6519948.72573
36941.6497788,-2921089.29961
68749.0631133,-5436228.70162
39599.8676037,-3131285.2159
86873.2192273,-6869378.22218
75052.6184598,-5934676.03709
-90630.7214983,7166568.38675
69933.59383,-5529894.28351
-74563.1515719,5896041.36239
-85386.7369342,6751905.55134
-87827.5642576,6944911.5311
-48189.6853372,3810585.89335
-34088.0079479,2695509.85547
51222.4371971,-4050328.28392
53544.6964908,-4233958.61532
-70309.1630408,5559661.47329
-91278.1100023,7217759.98532
14536.2501049,-1149404.72579
29083.2234638,-2299692.09718
6515.03539995,-515135.194216
52415.0072655,-4144629.56951
19963.2966808,-1578543.00673
-41332.3097242,3268345.77413
24859.836351,-1965731.98462
26685.5232317,-2110096.34903
